Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"mscorlib.dll!System.Reflection::FieldInfo.GetPseudoCustomAttributes()";0.0085;0.0085;0.0085;1446;1446;1446;23;23;0.00849999999627471;0.0085;0.0085;0.0085;3;3;3;3;1;1446;0.002;0.0039;1446;1446;0
"mscorlib.dll!System::Enum.GetTypeCode()";0.0085;0.0085;0.0085;1446;1446;1446;22;22;0.00849999999627471;0.0085;0.0085;0.0085;3;3;3;3;1;1446;0.0027;0.003;1446;1446;0
"Director.HouseKeeping";0.0085;0.008;0.009;1275;1308;1220;4;4;0.118899999186397;0.008492857;0.0083;0.0086;14;1;1;1;14;1151;0.008;0.009;1308;1220;0
"Assembly-CSharp.dll!::EnviroCore.CreateSystemDate()";0.0085;0.0076;0.0192;1292;1178;1225;6;6;2.70179998222739;0.009006;0.0083;0.0088;300;1;1;1;300;1147;0.0076;0.0192;1178;1225;0.009
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::TextureCurve.GetTexture()";0.0085;0.007999999;1.1289;1369;1239;1446;18;18;3.76440002489835;0.012548;0.0083;0.0087;2408;8;8;16;300;1147;0.0008;0.1946;1150;1446;0.0085
"UnityEngine.UI.dll!UnityEngine.EventSystems::EventSystem.TickModules()";0.0085;0.0067;0.333;1376;1445;1443;5;5;2.94929998274893;0.009831;0.0083;0.0089;300;1;1;1;300;1147;0.0067;0.333;1445;1443;0.0095
"ApplyPass.PrepareKeywords";0.008499999;0.006899999;0.01969999;1346;1173;1297;5;20;2.62849996115983;0.008761667;0.008099998;0.009;9028;30;30;58;300;1147;0;0.0116;1156;1297;0.008599999
"mscorlib.dll!System::RuntimeType.get_ContainsGenericParameters()";0.008400001;0.0071;0.0424;1363;1408;1446;9;23;2.75719999987632;0.009190666;0.007999999;0.009;610;2;2;12;300;1147;0.0018;0.0189;1446;1211;0.0093
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Volume.Update()";0.0084;0.0072;0.0182;1235;1440;1192;4;4;2.63049998949282;0.008768333;0.0081;0.0088;600;2;2;2;300;1147;0.0018;0.0162;1213;1151;0.0086
"UnityEngine.CoreModule.dll!UnityEngine.Events::UnityEvent.AddListener()";0.0084;0.0072;0.019;1366;1237;1285;6;11;2.61279999301769;0.008709333;0.008099999;0.0088;600;2;2;2;300;1147;0.0017;0.0169;1220;1285;0.009
"UnityEngine.CoreModule.dll!UnityEngine::Matrix4x4.Ortho()";0.0084;0.0076;0.0188;1374;1277;1446;8;18;2.61239997355733;0.008708;0.008199999;0.008699999;2401;8;8;9;300;1147;0.0007;0.0118;1432;1209;0.0114
"Animator.ProcessGraph";0.0084;0.0064;0.0213;1408;1328;1265;7;7;2.83289998583496;0.009443;0.0076;0.0098;300;1;1;1;300;1147;0.0064;0.0213;1328;1265;0.0135
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPassVolumeClouds.CalculateFrames()";0.0084;0.0084;0.0084;1446;1446;1446;18;18;0.00839999970048666;0.0084;0.0084;0.0084;1;1;1;1;1;1446;0.0084;0.0084;1446;1446;0
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEventBuffer.AdvanceToNextEvent()";0.008300001;0.0004;0.0143;1211;1180;1214;8;8;0.653900001037982;0.007031183;0.0043;0.0096;347;4;1;7;93;1153;0.0002;0.0048;1190;1398;0.0042
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationStudioCamera.ProcessEvents()";0.0083;0.0052;0.0213;1229;1389;1446;6;6;2.48619998525828;0.008287333;0.0061;0.0092;300;1;1;1;300;1147;0.0052;0.0213;1389;1446;0.0194
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::LightExtensions.GetUniversalAdditionalLightData()";0.0083;0.006899999;0.0198;1266;1269;1446;19;19;2.64659997541457;0.008822;0.0079;0.0087;602;2;2;4;300;1147;0.0021;0.0156;1147;1207;0.0085
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry.ApplyStyleSettings()";0.0082;0.007199999;0.0177;1344;1216;1213;9;11;2.57969999755733;0.008599;0.008;0.0085;1802;6;6;8;300;1147;0.0008;0.0121;1172;1213;0.0082
"mscorlib.dll!System::MonoCustomAttrs.GetCustomAttributesInternal()";0.0082;0.0082;0.0082;1446;1446;1446;22;22;0.00819999980740249;0.0082;0.0082;0.0082;3;3;3;3;1;1446;0.0011;0.0053;1446;1446;0
"mscorlib.dll!System.Collections.Generic::GenericEqualityComparer`1.Equals()";0.008199999;0.007;0.1702;1334;1200;1446;8;19;2.69629992585396;0.008987666;0.0079;0.008899999;8455;27;24;44;300;1147;0.0002;0.013;1147;1446;0.008800001
"mscorlib.dll!System.Reflection::FieldInfo.op_Equality()";0.008199996;0.008199996;0.008199996;1446;1446;1446;23;23;0.00819999978557462;0.0082;0.008199996;0.008199996;84;84;84;84;1;1446;0;0.0003;1446;1446;0
"FrameEvents.NewInputBeforeRenderUpdate";0.0081;0.0064;0.234;1159;1415;1446;2;2;2.79789999686182;0.009326333;0.0076;0.0085;301;1;1;2;300;1147;0.0064;0.2222;1415;1446;0.0083
"Unity.InputSystem.dll!UnityEngine.InputSystem.Utilities::DelegateHelpers.InvokeCallbacksSafe()";0.0081;0.0068;0.0137;1196;1401;1280;6;11;2.48999997558712;0.0083;0.0076;0.008600001;1293;4;4;5;300;1147;0.0002;0.012;1147;1280;0.009300001
"Profiler.FlushCountersWithFlushOnEndOfFrame";0.0081;0.0069;0.0184;1305;1243;1446;2;2;2.62639998830855;0.008754667;0.0079;0.0086;300;1;1;1;300;1147;0.0069;0.0184;1243;1446;0.0075
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CullingResults.GetLightIndexMap()";0.0081;0.0074;0.0238;1329;1152;1446;19;19;2.65839998330921;0.008861333;0.0079;0.0084;301;1;1;2;300;1147;0.0074;0.0221;1152;1188;0.0089
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfo.GetGraphicsDeviceType()";0.008099997;0.007299996;0.02239999;1171;1317;1446;9;22;2.49229994213238;0.008307667;0.007799997;0.008299998;12641;42;42;83;300;1147;0.0001;0.0066;1147;1274;0.008299996
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderPass.get_useNativeRenderPass()";0.008099995;0.006599997;0.02449998;1206;1277;1446;14;19;2.64829994012689;0.008827667;0.007599998;0.009799995;26488;88;88;176;300;1147;0;0.0073;1147;1362;0.008499996
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::UnsafeUtility.IsValidNativeContainerElementType()";0.008099995;0.006899996;0.01879999;1240;1251;1446;8;24;2.56259995234723;0.008541999;0.007799994;0.008499994;19043;63;63;113;300;1147;0;0.0112;1147;1230;0.008699994
"UnityEngine.CoreModule.dll!UnityEngine::GL.Vertex3()";0.008;0.0055;0.0166;1200;1161;1372;18;18;2.47849992934061;0.008261667;0.0076;0.0084;9632;32;32;64;300;1147;0.0001;0.0058;1147;1424;0.008
"UnityEditor.CoreModule.dll!UnityEditor::EditorGUIUtility.SkinChanged()";0.008;0.007199999;0.0166;1280;1354;1219;5;8;2.48919996945187;0.008297333;0.0078;0.008299999;2100;7;7;7;300;1147;0.0006;0.0106;1147;1219;0.008
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::BuiltinRuntimeReflectionSystem.TickRealtimeProbes()";0.008;0.0049;0.0211;1331;1293;1276;3;3;2.39389998605475;0.007979667;0.0064;0.0092;300;1;1;1;300;1147;0.0049;0.0211;1293;1276;0.0105
"UnityEngine.CoreModule.dll!UnityEngine::RenderTexture.ReleaseTemporary()";0.008;0.0073;0.0416;1359;1397;1402;16;17;2.63939996781119;0.008797999;0.0078;0.0085;3913;13;13;26;300;1147;0.0002;0.0348;1148;1402;0.0076
"mscorlib.dll!System.Text::ValueStringBuilder.ToString()";0.008;0.0067;0.019;1433;1255;1378;7;7;2.54079998796806;0.008469333;0.0076;0.0085;300;1;1;1;300;1147;0.0067;0.019;1255;1378;0.0088
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.get_DebugHandler()";0.007999995;0.006899996;0.02309998;1427;1327;1446;12;21;2.50869993923698;0.008362333;0.007799994;0.008299994;26789;89;89;178;300;1147;0;0.0125;1147;1263;0.008599994
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.Internal_DrawProcedural_Injected()";0.007900001;0.0068;0.0187;1296;1188;1177;14;15;2.59309993854549;0.008643666;0.0076;0.0087;9600;32;32;32;300;1147;0.0001;0.0113;1147;1176;0.0075
"SamplePerObjectReflectionProbes";0.007900001;0.007;0.01479999;1389;1306;1446;19;20;2.42449993475748;0.008081666;0.0077;0.008100001;9631;32;32;63;300;1147;0.0001;0.0059;1147;1204;0.008
"UnityEditor.CoreModule.dll!UnityEditor::Handles.ShouldRenderGizmos()";0.007900001;0.0071;0.0223;1401;1182;1446;12;13;2.50049999938346;0.008335;0.0077;0.0083;903;3;3;6;300;1147;0.0019;0.0148;1155;1351;0.0084
"Render Lux Grass Displacement FX";0.0079;0.0063;0.0227;1206;1397;1204;15;15;2.52549999346957;0.008418334;0.0073;0.0091;301;1;1;2;300;1147;0.0063;0.0227;1397;1204;0.0069
"UnityEngine.CoreModule.dll!UnityEngine.Assertions::Assert.IsNotNull()";0.0079;0.0064;0.031;1355;1394;1294;12;13;2.59289999282919;0.008643;0.0076;0.008400001;602;2;2;4;300;1147;0.003;0.0157;1394;1294;0.0083
"UnityEngine.CoreModule.dll!UnityEngine::Renderer.Internal_SetPropertyBlock()";0.0079;0.007100001;0.0121;1412;1341;1420;19;19;2.40119992378459;0.008003999;0.0077;0.0082;9000;30;30;30;300;1147;0.0002;0.0057;1147;1420;0.009000001
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderer.RequiresIntermediateColorTexture()";0.0079;0.0075;0.0218;1422;1202;1446;12;12;2.48539998615161;0.008284667;0.0078;0.0081;301;1;1;2;300;1147;0.0075;0.0163;1202;1291;0.0081
"UnityEngine.CoreModule.dll!Unity.Jobs::JobHandle.CombineDependencies()";0.0079;0.0068;0.014;1427;1326;1301;6;8;2.49139996839222;0.008304667;0.0075;0.008699999;1200;4;4;4;300;1147;0.001;0.0093;1279;1301;0.0106
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::ColorUtils.PrepareLiftGammaGain()";0.0079;0.0074;0.0195;1441;1184;1446;18;18;2.57699997536838;0.00859;0.0078;0.0083;301;1;1;2;300;1147;0.0074;0.018;1184;1334;0.0085
"mscorlib.dll!System.Collections.Generic::List`1.AddWithResize()";0.0078;0.0078;0.0078;1446;1446;1446;20;22;0.00780000002123415;0.0078;0.0078;0.0078;4;4;4;4;1;1446;0.0018;0.0021;1446;1446;0
"Mirror.dll!Mirror::NetworkLoop.NetworkEarlyUpdate()";0.0078;0.0067;0.0229;1206;1255;1406;3;3;2.42559999506921;0.008085334;0.0074;0.0082;300;1;1;1;300;1147;0.0067;0.0229;1255;1406;0.0082
"UnityEngine.CoreModule.dll!UnityEngine.Events::UnityEventBase.RemoveAllListeners()";0.0078;0.0067;0.0174;1257;1377;1370;6;11;2.43319998937659;0.008110667;0.0073;0.0083;600;2;2;2;300;1147;0.0018;0.0155;1265;1370;0.0082
"PostUpdateScreenManagerAndInput";0.0078;0.0042;0.0134;1411;1420;1385;2;2;2.33589998167008;0.007786333;0.0068;0.0086;300;1;1;1;300;1147;0.0042;0.0134;1420;1385;0.0094
"UnityEngine.CoreModule.dll!UnityEngine::Texture2D.ValidateFormat()";0.0078;0.0078;0.0078;1446;1446;1446;21;21;0.00779999990481883;0.0078;0.0078;0.0078;8;8;8;8;1;1446;0.0008;0.0018;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::Camera.set_backgroundColor_Injected()";0.007799999;0.0071;0.0184;1205;1332;1446;20;20;2.39469992354134;0.007982333;0.007599999;0.007999999;6622;22;22;44;300;1147;0.0001;0.0057;1399;1299;0.0079
"UnityEngine.CoreModule.dll!UnityEngine::ComputeShader.SetVector()";0.007799999;0.006700001;0.0243;1208;1314;1409;9;10;2.66569999160129;0.008885667;0.007499999;0.0083;2400;8;8;8;300;1147;0.0004;0.0146;1147;1179;0.0077
"PostLateUpdate.ParticleSystemEndUpdateAll";0.0077;0.0057;0.0185;1163;1254;1418;2;2;2.41399998962879;0.008046667;0.0069;0.0082;300;1;1;1;300;1147;0.0057;0.0185;1254;1418;0.0078
"Crest.dll!Crest::QueryBase.CalculateVelocities()";0.0077;0.0069;0.0172;1247;1210;1311;7;7;2.39309999439865;0.007977;0.0074;0.008;300;1;1;1;300;1147;0.0069;0.0172;1210;1311;0.0075
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationSystemPro.UpdateFloatingOrigin()";0.0077;0.0068;0.0198;1423;1269;1354;5;5;2.45819999277592;0.008194;0.0075;0.008;300;1;1;1;300;1147;0.0068;0.0198;1269;1354;0.0084
"UnityEngine.CoreModule.dll!UnityEngine::Material.SetVectorArray()";0.007699999;0.0069;0.0333;1337;1230;1446;15;16;2.41589997641859;0.008053;0.007499999;0.007999999;2408;8;8;16;300;1147;0.0004;0.014;1147;1365;0.007799999
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_clearFlags()";0.007699999;0.006799999;0.02229999;1354;1378;1446;5;19;2.37079991937935;0.007902666;0.0074;0.0079;7047;23;23;46;300;1147;0.0001;0.0074;1155;1281;0.0107
"mscorlib.dll!System::Array.ClearInternal()";0.0076;0.0064;0.022;1211;1425;1157;5;18;2.38649994953448;0.007955;0.007199999;0.008099999;5404;18;18;22;300;1147;0;0.015;1288;1157;0.007699999
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.ValidateRendererData()";0.0076;0.0069;0.027;1252;1342;1446;8;15;2.51129999797558;0.008371;0.0074;0.0079;2106;7;7;13;300;1147;0.0008;0.0178;1153;1172;0.0077
"Assembly-CSharp.dll!::EnviroVegetationInstance.CalculateScale()";0.0076;0.0062;0.0194;1316;1439;1161;7;7;0.150500000454485;0.008361111;0.0067;0.0082;18;1;1;1;18;1161;0.0062;0.0194;1439;1161;0
"NavMeshComponents.dll!UnityEngine.AI::NavMeshSurface.UpdateDataIfTransformChanged()";0.0076;0.0066;0.014;1330;1394;1194;5;5;2.3423999841325;0.007808;0.0073;0.008;300;1;1;1;300;1147;0.0066;0.014;1394;1194;0.0085
"mscorlib.dll!System::MonoCustomAttrs.IsUserCattrProvider()";0.0076;0.0076;0.0076;1446;1446;1446;22;22;0.00760000001173466;0.0076;0.0076;0.0076;3;3;3;3;1;1446;0.0017;0.0036;1446;1446;0
"Assembly-CSharp.dll!::EnviroSkyMgr.get_ambientAudioVolume()";0.0076;0.0068;0.039;1234;1147;1299;5;5;2.56169999134727;0.008539;0.0073;0.0099;1800;6;6;6;300;1147;0.001;0.0323;1147;1299;0.0113
"UnityEngine.CoreModule.dll!UnityEngine::Material.SetInt()";0.0076;0.0065;0.0217;1285;1253;1183;7;19;2.46559998617158;0.008218667;0.0073;0.008;2701;9;9;10;300;1147;0.0004;0.0153;1154;1183;0.007900001
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetGlobalInt()";0.007599998;0.005999999;0.02729998;1402;1400;1446;9;18;2.3557999444165;0.007852666;0.007199999;0.007999999;13891;47;40;111;300;1147;0.0001;0.0088;1147;1196;0.007999998
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPassShafts.Configure()";0.0075;0.0069;0.0264;1257;1236;1446;17;17;2.45139998965897;0.008171333;0.0073;0.0079;602;2;2;4;300;1147;0.0033;0.0099;1393;1446;0.0075
"mscorlib.dll!System::RuntimeTypeHandle.GetElementType()";0.0075;0.0062;0.0185;1266;1247;1413;9;24;2.34999997352861;0.007833334;0.0071;0.008;3006;10;10;16;300;1147;0.0001;0.0138;1150;1432;0.0076
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CullingResults.ComputeDirectionalShadowMatricesAndCullingPrimitives_Injected()";0.0075;0.0068;0.0166;1413;1331;1446;17;17;2.32670000125654;0.007755667;0.0073;0.0077;1204;4;4;8;300;1147;0.0009;0.0129;1158;1348;0.0075
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.GetComponent()";0.0075;0.0062;0.0138;1438;1174;1232;6;6;2.3043999876827;0.007681333;0.0071;0.0081;600;2;2;2;300;1147;0.0026;0.0088;1440;1232;0.0082
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipelineAsset.get_terrainDetailGrassBillboardShader()";0.0075;0.0075;0.0075;1446;1446;1446;14;14;0.00750000006519258;0.0075;0.0075;0.0075;2;2;2;2;1;1446;0.0026;0.0049;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::Material.set_mainTexture()";0.0075;0.006;0.0189;1188;1344;1282;6;6;2.30919999442995;0.007697333;0.007;0.0081;300;1;1;1;300;1147;0.006;0.0189;1344;1282;0.0095
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::CopyColorPass.OnCameraSetup()";0.0075;0.007;0.0242;1236;1393;1446;14;14;2.38399999169633;0.007946666;0.0074;0.0077;301;1;1;2;300;1147;0.007;0.0168;1393;1446;0.0081
"EarlyUpdate.PhysicsResetInterpolatedTransformPosition";0.0075;0.0064;0.018;1292;1433;1260;2;2;2.3193999840878;0.007731333;0.0072;0.008;300;1;1;1;300;1147;0.0064;0.018;1433;1260;0.0073
"Unity.RenderPipelines.Universal.Runtime.dll!::BeautifyRenderPass.FullScreenBlitToCamera()";0.0075;0.0071;0.0297;1337;1278;1446;18;18;2.40439999569207;0.008014667;0.0074;0.0077;301;1;1;2;300;1147;0.0071;0.0166;1278;1446;0.0075
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_cameraToWorldMatrix()";0.0075;0.0068;0.0194;1433;1292;1446;16;18;2.34689998929389;0.007823;0.0073;0.0078;1204;4;4;8;300;1147;0.0012;0.0076;1149;1211;0.0079
